# Dataset: data_with_outliers.csv
# Samples: 800
# Features: 1
# outlier_fraction: 0.08
# description: Linear data with outliers
#
X,y
-2.769395254017266,-4.422162256551246
-3.9452558953618535,4.6091644967400764
1.5296665635651396,4.5194878633001165
-4.4703225001970415,-8.431378966469927
1.5839516837345502,4.13735203572377
4.729897184335243,11.699194009537695
3.892039055159379,8.900104794761667
-1.7378599288216579,-1.6718119996449117
-2.852568142357166,-5.304328343012615
4.603322303448532,9.195781572763003
-0.5619129873549134,-0.9283654361925715
-1.4759757373969762,-1.4102002838932843
-3.739443968208626,-6.595429675078439
-3.3343638633086483,-5.832669635786494
2.4172505291969895,6.695883385583584
-2.9859742466779524,-4.4278061048900605
-3.209844087078303,-5.186522624314123
-1.77766462194469,-1.956094987960347
4.1333433353354385,9.190065502636429
0.8936587091801462,2.9617088161173237
2.7503265541876862,5.894752446665518
2.1890031121361386,4.995894312107034
4.498854194584496,25.083408598705915
1.9040338059698247,4.795001462921114
-3.747730645882198,-6.002024988221498
-2.9790869301207747,-4.339036665576404
2.028440246023162,6.486527442821581
-2.849860778731527,-3.5494150684326162
3.266732731194365,8.105741721591272
3.796665286991413,7.849343335512323
-0.85606941996894,0.003857905435461384
-1.1766972494160288,-0.40774977938068824
-3.792213509669664,-6.514421198431006
4.378185206224411,8.908783571634007
-0.12900169557971464,0.8452442545625186
2.0805759570688043,5.60829036999269
-3.423186693369736,-5.723364798124286
0.39550004036264075,1.5883509424879665
2.771719981471384,6.505823557327947
0.9790594407755671,3.604033702110348
-1.2014305065644826,-11.680010906340238
1.1492713071706728,4.0350940095539745
4.955586507528827,26.921316579937056
1.8267144311406147,4.556524265119998
0.031214347818974142,1.482423363610234
3.55377242449742,8.85937874594141
-0.2914591133816957,0.4923989535143588
-0.4782588399422927,0.38000979996837575
0.574867390381183,1.389725690136943
-1.7964208816375182,-2.8135928673823516
-4.285384262010025,-7.644507768597775
-1.2293732376299327,-1.970257328393853
2.303709942314968,5.673204242672786
-0.12437357175340447,1.5993798391067375
3.546618163773363,8.24796111709104
-3.1782210445609227,-4.6877510333323205
-2.779399617732304,15.070984621478612
1.4431036719402368,4.74648009116728
3.184641381521438,7.338310166950714
1.9550879069147709,4.57558123567469
-0.5599110186242495,0.27165138599761157
3.8324892207810137,7.881146183046999
1.7549146191922205,4.8083026672951625
3.3482017381381626,6.592599197956249
4.038575106019784,8.640972911044134
0.2993572201675865,13.26433450209816
0.8834216479402635,2.130287736801596
1.6688885124136732,4.132928097543366
4.722987678700244,9.789508584756966
3.0599075216036264,7.475544082435697
-4.65070006477878,-19.144924167107654
-0.7079915100400569,-0.4143491405982199
3.6869767630994046,9.47250413292989
-4.636256602608356,-8.38964625499421
1.3022774464596643,2.937466615392999
4.450051433386772,9.185907846879042
-1.8810789210016476,-2.834872953055166
2.2215760872640367,5.604849764635055
-1.8847572519292655,-1.5205880406550825
1.4004551061274917,3.266011697708311
4.364784071538896,9.413639955663461
-1.3104784633468491,-1.3820449922922209
4.6015549439800685,10.251768695426387
-1.1780636115750942,-1.6572079412371623
-1.0814345786883717,16.538616241825686
2.64202963793287,5.717151629972451
-1.391681668493503,14.971836356694041
-1.7215052594148428,-2.9984133151483277
-3.1439940391464125,-4.766575378825627
-4.110220653849208,-6.849592456032876
3.376636446707726,7.727204527586294
-0.24052892207006904,0.5268823435012245
1.5103198318450717,4.132464717896185
-0.21984866618826926,0.3326530390710532
-1.2570340922353374,-2.3586363500171053
-0.9138741327233546,-0.9979369900228346
-4.205918438117154,-7.167914396009431
1.7391404301451319,4.954467845484582
0.12271448998117607,1.2813062614078887
-4.337753097166415,-7.977078390245277
1.2853620422923107,3.850940236447283
-2.903727448437815,-4.720437890065327
-3.615501228069453,-6.751615846436402
4.770517751480146,9.641218381827839
-4.209472836756596,-7.688137088372629
2.298850713003764,-5.803984846949306
1.9700473976198685,5.217904130987189
0.2173064191217733,2.1767065572830724
-4.145619861365185,-7.308356473721432
-2.0778791193972115,-3.1748698867862846
-3.3871816221718776,-7.121469436734045
4.834666207124956,9.71247984549567
-4.009485728643204,-6.788709926706112
-4.874091267709383,-8.652480352821208
-2.8115603548574555,-5.756793435494732
2.8470129185056923,6.760045938351669
3.4392503286888774,8.381235326899104
2.0153625471682646,5.187872653219065
-0.6672592764284535,-0.600783041917199
2.910712696217254,5.576426068523895
1.771063856941526,4.7444412839127805
4.9366861307843255,10.428406022405007
-0.6081989188604375,0.039173803758042136
-3.1226754464296826,-4.896231838324247
-4.335985648333653,-7.211572408416863
1.240669760933858,3.6718871024176725
4.345596171892678,9.51811948426491
2.8590066478381537,7.010957034073998
2.3229283446951907,5.138652722918543
0.17597484136342545,2.012241680290021
-3.1974125190331826,-5.736039676662779
-2.2571211294065474,-14.861510408590444
-2.1788009931994923,-3.482112129447945
1.6502285885182633,4.5477737766291515
3.563533721791657,8.18994387164733
-3.63115919481507,-7.162857341861235
-4.666994102289218,-8.065802246225193
0.11498559786385587,0.8453834785306076
3.9779060343590844,8.895728115409215
4.611935919274063,10.247491555070111
-0.21613082617905288,0.0530916930515245
-2.5023643510140223,-16.957889947327118
2.66893186216853,6.965862866932809
-3.3066378049189717,-6.271726378981244
3.24009508785591,7.775666591676443
3.6923251967898207,8.19539846747242
-1.8877697361126156,-2.275777204595052
-3.1659402558978975,-4.978854803186718
-3.886988294766459,-7.121302787889319
1.0986648981845248,3.5397255913505616
4.818676569528323,10.352582368923008
-0.5281200971615563,0.7990670294257713
-2.363912254609289,-3.667629099238492
3.2760302344008707,7.382863943775072
2.1333759911315067,5.056727303686607
-4.2612789608209765,-7.70033429084557
-2.3949198831417084,-3.9365283775110798
-1.2686035556017305,-1.178087081210623
-2.8344306818959075,-4.917179775722387
3.8290471504053114,8.238379104817136
-3.1298921258400214,-4.72301525468822
2.9306725696679314,7.5417882149849795
2.414151874523278,5.43860241296745
-4.878679476276066,-8.9033180099377
-2.20935880864795,-2.79696751081637
0.10695429165466397,1.4434367630279654
-2.8081316212381457,-3.816924085407264
3.1796272362863363,7.7084809598952635
-3.6547318985241373,-6.067114715136134
-3.3339369455409695,-24.868246374600087
0.8843359445234322,2.2802442062032973
-4.764798651867782,8.288751730421177
4.930748098332314,10.846712631529007
0.30310626518825434,2.3105506295968317
1.5161190309884942,3.508338451364862
-2.472548105836052,-4.006843308785306
4.546126962760098,9.26241398030784
-1.6564756662937141,-1.6207870187855251
-3.7216422641985627,-6.848004233521228
-0.4507933891745364,1.2325639285106234
-3.727114422158394,-21.420216611714512
4.621529944493231,26.472020816638633
0.04988040864266963,0.23174938687211488
1.0023049218514724,1.765952482235978
-0.15591790343321033,0.4960331277586271
-2.6732211258098673,-4.325792108179453
-3.296831194344164,-5.281130271537002
4.654588546003402,11.079270421494133
-1.8267063692179542,-2.8079965132696567
-4.416875213550386,-8.046392195121625
0.046863106681821476,-13.325468608857063
-2.559484815161489,-3.9359623257034566
2.0641322386964323,4.507091911986725
-1.2205974295618283,-14.986521450403735
4.333825147206792,9.830399230818035
-0.6441567590841624,-0.9640486165038504
1.763540693306035,5.098262562330917
3.4925966451909094,6.88074732117874
3.6354574345523583,7.878308228554257
0.537701478325292,1.3992806948824872
3.035612228537623,6.734627201786005
-2.521759503154233,-4.483353187991538
1.023583667493847,3.609804007470178
-4.667833354286732,-6.931098168983732
-1.6615729258003342,-2.93608742000867
-1.5419541959630911,-14.433311241461817
3.7372419933048118,24.257694454540847
