# Dataset: multivariate_5features.csv
# Samples: 1500
# Features: 5
# true_coefficients: [-2.5197520554513564, 1.532994412180723, -2.9429627854913663, 2.7540506616523572, 0.09153218467546131]
# true_intercept: 1.9320657228245937
#
feature_0,feature_1,feature_2,feature_3,feature_4,target
0.8422973270139027,0.023195978557374822,1.3510157524870003,-1.5125289652988756,-1.3307051313309262,-8.393974127257227
-2.1779677321946878,-0.6994145401232875,0.1616985267047529,0.10285857793233408,0.14934191105988046,6.04106732378875
-1.4110568310660818,0.803154742614022,0.23962751823899794,0.7330542814659985,-1.8927621775900518,8.055618106185692
0.31149085879778987,-1.187765239917527,-0.39732325255136186,0.5343648986363834,0.09109360625591317,1.8895077391153547
-0.8515399797793188,0.006273156184418285,-1.531535315243643,1.150267395898296,-0.2052840194962513,11.477578259341078
1.1185499442553262,-0.526531687096043,-0.5235759884065829,-0.7641867866378464,0.8761739316930753,-2.331319097040795
-0.7094311573284761,0.6445954324151768,-0.38245239766929023,-1.9759632998916197,-0.5703140677864662,0.26956234496127474
-1.1791082143628484,0.03390272368233751,-1.1904077356744902,0.9259751007146168,-0.09107586035302723,11.199070945179914
-0.17759599475873897,0.6558921377875826,0.9639069340758625,-0.020098751769651646,-0.7712002995492906,0.41390411368047353
-1.7739696161121294,-0.68604975703518,-0.6172122466479616,0.10705745299229676,-0.34514688113802716,7.392771495343616
0.6879329720514281,-0.6129832712706895,-0.05704116685294176,1.1839874431968893,0.3418252139549665,2.4691320291386365
-0.06003754168856451,-0.601944441935177,-0.6332313967149771,-0.8506132529519478,-0.5410068657828994,0.7890893966194347
0.7556658387443146,-0.2218882712922687,-1.349773069381231,1.7681692930597834,0.31996519114516303,8.428678098067781
-1.4069434005131694,-0.44184892724082386,0.11088638282841785,1.704592093297377,-1.1081124582588693,9.046627270035582
0.9760407193559466,1.399486426972343,-0.6286543050745702,-0.27751361886023346,-1.0363092473737703,2.9050906115932933
-0.20346114108030489,-0.03658997434293117,0.6596499980823705,1.0901834710204468,-0.7480960646216471,3.483018038005005
-1.9673250642259945,-0.021244779276242128,0.2935375299686405,0.24941768768504166,-0.326673247509044,6.324155964621982
0.1247520996639345,1.5154448083522476,0.3817341689625093,-0.37336842500308426,-0.5001978170959955,1.3894985290806363
-0.1698523576777307,1.6367399618306402,-0.1833007095261973,-0.01979434452070797,-0.48231357093630295,5.2970880000808345
1.0989833574419647,1.959837254744675,0.4506130494313883,0.08277290378542575,0.03678283317423478,0.829961734718376
-2.3843067887857456,0.7451508642848174,0.13416641599584359,0.42834205066072517,-0.7114621940837048,9.931656365159657
-0.38445687897709163,-0.411024936503173,1.0216229840730389,-0.3787598366030933,2.0826603221097977,-1.5799363363878418
0.4308624190150374,-1.2756826599957316,-0.12854629325195685,-0.6516751221564157,-2.1943824698200243,-2.6934341443698653
1.5994709401137894,0.7031425422200039,0.5332073178993125,0.16540366029970424,-1.3820175686924376,-2.401817835064003
-0.4836171395554367,0.8417807747840127,-1.0512200297825025,-2.5317693162508133,-0.22710600778092638,0.8896759167495354
-0.14175755402753884,0.13556341641470915,0.7285186435145362,0.6376058122312086,0.2587698052439216,2.7012775346740483
1.1955313880867093,-1.5189697808133147,0.5045818144773903,0.6265383633369425,-1.2395622860802393,-3.3375730329032476
-1.502870608682389,-0.7459421264756015,-0.6615414425152921,0.7534194635024309,-0.6145387836910952,8.611606907019539
-0.856348518281204,-0.6116337366945591,1.1186323341542117,0.013043374376952133,-0.17925102535691226,-0.1008744242811298
-0.11000549870105175,1.2920603343265227,-0.7491717266032418,1.315508290940104,0.21049629892150362,9.985064380837015
-0.16041938197534772,2.5009004979342815,-1.0556394897985963,-0.35368575956700604,-1.2324312391640002,8.02356729493476
0.9524619705361694,1.6891889336516785,1.6699227814046387,1.2239487531460047,-0.19762046779596562,0.3428289536945688
-0.3652409774898465,-1.671169772494065,2.0358735351817927,0.4689780781484677,-0.49195690486948307,-4.681571503404546
1.3280568889869675,-0.9727645167600009,0.40662203422267407,-0.17262913429083468,0.638677139880301,-4.438146298484339
-0.06357353918612146,-1.4509278911112244,0.0755763726700378,1.0488641418753617,-0.029216405853985244,2.427588323898489
0.775115121589086,-1.0455294856740531,-0.026260793269852138,-0.6245104550885774,0.7469808401047098,-3.7137577338769074
0.03149156226199577,0.6900736763366125,1.087710426157866,0.6916185751213884,0.2731184342936442,1.72822594383886
-0.9982122585114053,-0.0027861106669012366,-0.5330904020158329,-0.34406395670422657,-0.37453415075025087,5.022403482178027
-0.9799255747822445,-1.9573385891339898,-0.6681430483277668,0.19337945192415906,-1.3481770454274902,4.045476028301419
0.015682236471624342,1.9002684243109647,1.0230565552522393,1.6435415091205292,0.3911278769327262,6.431655730920824
1.167509822986446,-0.7239647304677874,-0.6443402670219842,-2.7391402061374728,1.186145474042299,-7.954229142540462
1.540323979819886,-0.5531772453472696,-0.25395170639723497,-0.7538621136909615,0.3826535514774916,-4.536900661822048
1.1249325453032408,-1.742771973881041,0.4094385306422523,-0.2766717717191454,0.11339439196668935,-5.674590743143166
0.45899400167429094,-0.18820243877282114,-0.10358685340578061,-0.2138751675546389,0.9703162017882814,0.16662424222988265
0.41875996012749656,0.22058353773736078,-1.2709517210922827,-0.3785797432131542,0.8986691603391742,4.183672600115799
0.037696573123922904,0.6595314695891383,1.7665118003276337,1.0386060692088166,0.09315833769974234,0.5164858060671972
-0.5109891701957271,-2.5535495960558983,-0.16838492247285253,-0.32601249581684916,0.3903661943953757,-0.8347811263610939
-0.1539052269746876,-0.32038505943679435,-1.7793989305072206,-0.9399678291500665,0.4766510408005575,4.255368340150974
1.7159076311326944,-0.09752538374562343,0.3278110735741233,0.9524781569528054,-0.8108939362002495,-0.7638346344942316
0.36681404328544215,-0.7404901063321587,0.8648244384910116,0.15140304795173262,0.2984518139814398,-2.0840406088292323
-0.7825985974185891,0.7070323596107849,2.084712921231016,-1.0079116954282061,-0.3397590076475238,-4.357921320038742
0.23160747416809183,0.7864062119958165,-0.5595462852894689,-2.83303029014274,1.359189494164025,-3.2126232562155748
0.7605061195841427,-1.7429475304866653,-0.6075687917795559,1.5681824295273261,1.447796418457866,3.6019679088234127
0.9386400226789446,-0.17611243395986265,0.08298741881250997,-0.13092580512612648,1.1282397832688371,-1.1261798133157133
-0.8758424064951101,-0.8057996548842047,1.0102745868360157,-0.044361455511561634,1.378467355453808,-0.23849424345926118
-0.6715122069805457,-0.0547783603388251,-0.9224129848439533,0.007362681423567135,-1.478546936998799,6.3947541225082185
-0.4876334209549628,-1.4362538649281178,0.6939232331912584,0.7165893397596519,-1.730262730484345,0.4947997885717057
1.3338857455005728,2.497415126419854,0.04600638673634095,-0.6411142602246448,2.8243305910030463,0.9234071238481264
-1.3189684983025107,0.020106466869098387,0.17962227263192343,1.3451476204524146,0.35973897512678843,8.65939462867089
-0.4986338957884514,-0.9511843703879561,-0.34182182024613555,-1.0069273609451441,0.04782531978468294,-0.227276816128404
-0.5641961798604865,-1.4940377932897506,1.2551457883749038,-0.4976725234290394,-1.2681368049753126,-3.7205146823258914
-0.16825913448754154,0.06837156596765875,-1.7464667255790336,0.33164766712576277,-1.0471575686902646,8.464468384021576
1.7110288091907877,0.5239605120767348,-0.39989999010931637,-0.7451677703173502,-0.10496770756362395,-2.3302425024672906
0.6127907415832897,-0.02549412858519966,-0.21715880713685662,0.058370290817895645,-0.6038589312369547,0.7880509752082834
-0.3432059268430377,-2.085792438905004,0.9737262308523678,0.2987977803217619,-0.7734558440334302,-2.090634529992307
1.8987349813552388,0.08701648039238656,-1.036143571975197,0.8567374214704584,0.3980482165092625,2.481473199036896
0.39457998548421935,-0.4257556046515905,0.4504957237780347,-0.26175829022109454,0.5559414516458422,-1.5056828898289196
-1.9049444540106388,-0.4338734629791891,1.7221550978081948,-0.7670674554003002,-0.6038382974931864,-1.3680781469195842
-0.4479613384499751,-1.2148061358886433,-2.208280776228252,-0.23058639852361285,0.13585942408165688,6.951005478205663
-0.05250506853865217,-0.14487856194788684,0.043040870850387644,1.022841471550764,-0.19044618592921678,4.672875854923489
-0.5740825770872696,-0.2811254848880863,0.5793467597567757,1.4120268785432495,-0.6281437391691783,5.279460458246435
0.09893378702888371,0.3383574419359596,-0.9925780067288229,0.02041716721291813,-1.465673857342095,4.7904140457774425
-1.7690503037393988,0.366746407892257,-0.3838747413307828,0.20228040762121913,-0.017894977008350053,8.855130091801223
